date,reserve_stress,lending_stress,lending_to_reserve_stress,rate_stress,reserve_drawdown_stress,lending_surge_stress,warning_index,warning_score,reserve_pct_change_4w,reserve_pct_change_8w,crisis_lending_pct_change_4w,crisis_lending_pct_change_8w,reserve_ratio_pct_change_4w,reserve_ratio_pct_change_8w,lending_to_reserve_pct_change_4w,lending_to_reserve_pct_change_8w,bank_rate_change_4w,bank_rate_change_8w,reserve_ratio_gap_52w,crisis_lending_gap_52w,lending_to_reserve_gap_52w
1844-12-21,,,,,-0.10543777841528423,1.0577716643741404,0.4761669429794281,,0.1823585581139584,0.43906862852890005,0.39813084112149544,1.0577716643741404,-0.028269122167205785,0.10543777841528423,0.18249310374318828,0.42993296051329755,0.0,0.0,,,
1844-12-28,,,,,-0.054091407997523655,1.0194581280788175,0.48268336004064694,,0.11921242276843635,0.3513235975744733,0.41094475993804847,1.0194581280788175,-0.031030862749293786,0.054091407997523655,0.26065859459278995,0.4944297070691259,0.0,0.0,,,
1845-01-04,,,,,0.059230071464528855,1.1923170435205446,0.6257735574925367,,0.00209775024570491,0.20820226834322253,0.44202782664321116,1.1923170435205446,-0.07502974317477407,-0.059230071464528855,0.4390091448560176,0.8145281638370157,0.0,0.0,,,
1845-01-11,,,,,-0.0036053933653166226,-0.09356156389807424,-0.04858347863169543,,-0.12523198884554965,0.09609003435330132,-0.28219346888478125,-0.09356156389807424,-0.006866370292132107,0.0036053933653166226,-0.17943212147422494,-0.1730255656993277,0.0,0.0,,,
1845-01-18,,,,,-0.06709342475133107,-0.22691588785046723,-0.14700465630089915,,-0.15467210854383118,-0.0005193331243714683,-0.44705882352941173,-0.22691588785046723,0.09813678776084545,0.06709342475133107,-0.3458855645729527,-0.22651419104864756,0.0,0.0,,,
1845-01-25,,,,,-0.0979660178706312,-0.2822233694716916,-0.19009469367116139,,-0.16867302897750103,-0.06956852664916335,-0.491279424320039,-0.2822233694716916,0.13312795594907478,0.0979660178706312,-0.38806198594248054,-0.22855508322034457,0.0,0.0,,,
1845-02-01,,,,,-0.12073160348065803,-0.2995362226131457,-0.21013391304690188,,-0.09025937700071096,-0.08835096838528633,-0.5142508594876345,-0.2995362226131457,0.2116406935368318,0.12073160348065803,-0.4660575462587151,-0.23165192623942998,0.0,0.0,,,
1845-02-08,,,,,-0.011401365794009521,0.07455329636475638,0.03157596528537343,,0.05288314939386263,-0.07897150142669684,0.4969957081545062,0.07455329636475638,0.01839403635089365,0.011401365794009521,0.4218061225657528,0.16668843366873798,0.0,0.0,,,
1845-02-15,,,,,0.005232939991661301,0.12860962566844925,0.06692128283005527,,0.11198153741335504,-0.060010991640179756,1.0411025145067696,0.12860962566844925,-0.09413192318534624,-0.005232939991661301,0.8355543197728779,0.20066257757391393,0.0,0.0,,,
1845-02-22,,,,,-0.0230044185907452,0.007439931698987712,-0.007782243445878745,,0.1915450716228113,-0.00943644477102168,0.9803404459362262,0.007439931698987712,-0.09718543857308082,0.0230044185907452,0.6619937366188959,0.017037146562603134,0.0,0.0,,,
1845-03-01,,,,,-0.038700713160822575,0.023067539092824774,-0.0078165870339989,,0.17116742373362803,0.06545858170390306,1.106164383561644,0.023067539092824774,-0.14273206677401196,0.038700713160822575,0.7983461125031026,-0.03978666401399267,0.0,0.0,,,
1845-03-08,,,,,0.029131268270024546,1.0199570815450643,0.5245441749075443,,0.1526860388229918,0.21364370681828793,0.34934059633027537,1.0199570815450643,-0.046666911749808304,-0.029131268270024546,0.17060548222488037,0.6643740417363704,0.0,0.0,-0.013189670989667945,3.551923076923077,0.25351039542822495
1845-03-15,,,,,0.10243090671236499,1.2942456479690518,0.6983382773407084,,0.11804969671750998,0.2432506206604721,0.12402274342572839,1.2942456479690518,-0.009161359958947735,-0.10243090671236499,0.005342380330458196,0.8453605490663203,0.0,0.0,-0.01549836920891079,3.4963703703703697,0.2451537991037943
1845-03-22,,,,,0.14460322718195884,1.5504675137856627,0.8475353704838108,,0.08248744333797853,0.2898325782029454,0.2878934624697336,1.5504675137856627,-0.05252217967545081,-0.14460322718195884,0.18975371991231738,0.9773632306133035,0.0,0.0,-0.034929642755675894,4.5205,0.3274630583806727
1845-03-29,,,,,0.19106997156056427,1.598630136986301,0.8948500542734326,,0.07703465308682889,0.2613878999275432,0.23382113821138195,1.598630136986301,-0.05638599428845048,-0.19106997156056427,0.14557236823828834,1.0601356150122987,0.0,0.0,-0.05577010100560209,5.1086206896551705,0.38522059072094916
1845-04-05,,,,,0.12540560419066682,0.63302752293578,0.3792165635632234,,-0.01992408897633513,0.12971981962370327,0.21024115584829484,0.63302752293578,-0.0825930552619133,-0.12540560419066682,0.2348443036256529,0.445515511518354,0.0,0.0,-0.06078141973701412,4.948333333333332,0.42844356440400544
1845-04-12,,,,,0.14342038135549384,-0.04750059227671166,0.04795989453939109,,-0.15325033231179142,-0.05329179084554603,-0.15259774475708698,-0.04750059227671166,-0.1355003892369231,-0.14342038135549384,0.0007706971488823378,0.006117194836629425,0.0,0.0,-0.09435505188233739,1.4377096774193552,0.19915865355287965
1845-04-19,,,,,0.10004391598805062,-0.1510895883777239,-0.02552283619483664,,-0.19216967298701715,-0.12553381466083313,-0.34085354389922917,-0.1510895883777239,-0.050156040904811516,-0.10004391598805062,-0.1840533413272345,-0.029224427594051305,0.0,0.0,-0.05720825974671695,0.3637812500000006,0.09610198320958885
1845-04-26,,,,,-0.05638847318385465,-0.4303523035230352,-0.24337038835344493,,-0.16664045824033968,-0.1024428950442855,-0.5383060973466877,-0.4303523035230352,0.11951334633621236,0.05638847318385465,-0.4459847406577554,-0.36533542731515534,0.0,0.0,0.022181014604092497,-1.4042424242424243,-0.1349426539078371
1845-05-03,,,,,-0.035414095253575306,-0.42876872410496125,-0.23209140967926828,,-0.15091854583435393,-0.16783572027530624,-0.528002106741573,-0.42876872410496125,0.12863119381462584,0.035414095253575306,-0.4441076401530428,-0.31355948601396344,0.0,0.0,0.019072955961671023,-1.2409411764705878,-0.09776974943899075
1845-05-10,,,,,-0.046910293278538795,-0.39719675413636835,-0.22205352370745357,,0.011684360692377105,-0.143356603778372,-0.28864569083447333,-0.39719675413636835,0.21100146286295196,0.046910293278538795,-0.2968614156705065,-0.2963195087682947,0.0,0.0,0.02279537547874655,-0.8624857142857145,-0.07830418106011583
1845-05-17,,,,,-0.0642316726292762,-0.3899229178416995,-0.22707729523548786,,0.11160105396886255,-0.10201495706435726,-0.07444381061038219,-0.3899229178416995,0.1204279002237929,0.0642316726292762,-0.1673665780677248,-0.3206155414750892,0.0,0.0,0.011687199101129808,-0.06852777777777774,-0.03675788397776569
1845-05-24,,,,,-0.12254641386474452,-0.4269021261641187,-0.2747242700144316,,0.13068575994800824,-0.05773223321555454,0.24129400570884862,-0.4269021261641187,0.002709273219884567,0.12254641386474452,0.09782403712763332,-0.3917887313585843,0.0,0.0,0.021797131575249096,-0.033675675675675976,-0.06615167443445669
1845-05-31,,,,,-0.06936405434256887,-0.3479634831460674,-0.20866376874431813,,0.17589198548508933,-0.0015719230225915704,0.38143946438534493,-0.3479634831460674,-0.05251240599840401,0.06936405434256887,0.17480132651423874,-0.34693691825266415,0.0,0.0,-0.017027638105841625,0.8722105263157891,0.02091399783268455
1845-06-07,,,,,-0.15658763246602625,-0.09700286034075378,-0.12679524640339002,,0.15756024085749298,0.1710855922348269,0.2694055944055944,-0.09700286034075378,-0.04493291879952399,0.15658763246602625,0.09662162676324204,-0.22892302181258783,0.0,0.0,-0.007603196655462385,0.6828461538461532,-0.010975315126940832
1845-06-14,,,,,-0.11107126166295633,0.019110096976611368,-0.04598058234317248,,0.12332920614202725,0.2486939295014834,0.1010785824345144,0.019110096976611368,-0.008350951059829637,0.11107126166295633,-0.019807749665773033,-0.18385917245271532,0.0,0.0,0.00606404537997407,0.5507749999999998,-0.0479714499403705
1845-06-21,,,,,0.06284623643633924,0.6087535680304474,0.33579990223339334,,0.05567859852065582,0.19364075842917594,0.296029434309367,0.6087535680304474,-0.06537838175736921,-0.06284623643633924,0.22767425249078643,0.34777030414708476,0.0,0.0,-0.020944801954810965,1.845341463414635,0.08688835684480822
1845-06-28,,,,,0.09704982066660528,0.7400037195462155,0.4185267701064104,,0.031427005537253194,0.21284674942414084,0.2595584275713516,0.7400037195462155,-0.047005802450777345,-0.09704982066660528,0.22118038485454306,0.43464433604028585,0.0,0.0,-0.04491459546757859,2.7034047619047623,0.18472705851697258
1845-07-05,,,,,0.13471455227193874,0.7344405594405594,0.4345775558562491,,-0.03503339060229438,0.11700698079384653,0.36634072441812426,0.7344405594405594,-0.0940055784977567,-0.13471455227193874,0.4159461178360777,0.552757135150497,0.0,0.0,-0.06458786632695257,3.2055348837209303,0.2813083928346821
1845-07-12,,,,,0.0973298974766299,0.09445300462249606,0.09589145104956298,,-0.1865932737015491,-0.08627646787657595,-0.006017352364959261,0.09445300462249606,-0.08972826274768986,-0.0973298974766299,0.2219995427851107,0.19779448174993397,0.0,0.0,-0.0481871043081179,0.3146818181818185,0.09079072363066942
1845-07-19,,,,,0.06719980972564854,-0.03602636823547434,0.015586720745087101,,-0.1965143004044172,-0.15177734271954646,-0.25621007806955287,-0.03602636823547434,-0.0019488399719493898,-0.06719980972564854,-0.07429600513759282,0.13646295992044055,0.0,0.0,-0.018050999566105008,-0.5073111111111102,0.011862720979627261
1845-07-26,,,,,-0.011002774235919777,-0.22428648357565972,-0.11764462890578975,,-0.17321551707940086,-0.1472321565565402,-0.38413852073535704,-0.22428648357565972,0.06086981099766975,0.011002774235919777,-0.25511243620692425,-0.09035791817380867,0.0,0.0,-0.005318127260062422,-1.0222826086956527,-0.06060743669181068
